discrete_feature_0,discrete_feature_1,discrete_feature_2,discrete_feature_3,discrete_feature_4,redundant_feature_0,redundant_feature_1,redundant_feature_2,redundant_feature_3,redundant_feature_4,redundant_feature_5,redundant_feature_6,redundant_feature_7,redundant_feature_8,redundant_feature_9,noisy_feature_0,noisy_feature_1,noisy_feature_2,noisy_feature_3,noisy_feature_4,noisy_feature_5,noisy_feature_6,noisy_feature_7,noisy_feature_8,noisy_feature_9,noisy_feature_10,noisy_feature_11,noisy_feature_12,noisy_feature_13,noisy_feature_14,noisy_feature_15,noisy_feature_16,noisy_feature_17,noisy_feature_18,noisy_feature_19,label
phrases,traveller,objects,pennsylvania,capital,entered,locations,thailand,daniel,bundle,portuguese,burlington,wright,oldest,elegant,comprehensive,riders,robust,starring,activation,bundle,percentage,infant,stylish,centre,michel,devoted,hardwood,challenge,zoning,epinions,adapted,showers,attributes,enhanced,2
contacts,venues,objects,nicholas,exceptions,entered,middle,supposed,stones,morrison,saddam,favour,though,cancel,worldsex,appeared,riders,ukraine,browse,texture,housewives,bluetooth,infant,receipt,assistance,troops,contacts,context,profiles,connect,respected,adapted,temperature,commented,warnings,3
bangladesh,traveller,dallas,nickel,exceptions,environmental,middle,measurements,stones,cordless,surgical,formal,allowed,oldest,burner,attempting,riders,ukraine,extended,relate,inform,kuwait,notebook,receipt,assistance,thread,contacts,closing,compound,zoning,respected,species,showers,concentrate,enhanced,3
contacts,traveller,objects,nicholas,compliant,hollywood,locations,measurements,daniel,morrison,personalized,across,slovak,nuclear,burner,comprehensive,router,robust,extended,attempting,inform,hebrew,supplied,proceedings,gossip,michel,devoted,context,challenge,connect,recorder,fragrances,miniature,concentrate,designs,2
contacts,venues,certification,pennsylvania,exceptions,environmental,locations,supposed,stones,bundle,surgical,favour,though,cancel,worldsex,overall,router,aspect,filing,texture,bundle,percentage,facility,guarantee,centre,static,contacts,hardwood,powell,zoning,respected,species,eclipse,worcester,industries,3
phrases,traveller,objects,nicholas,capital,environmental,locations,thailand,described,morrison,portuguese,burlington,slovak,predict,buffer,comprehensive,riders,aspect,textbook,activation,primary,kuwait,infant,receipt,battle,troops,innovations,alcohol,profiles,holiday,additions,scholarships,showers,attributes,overnight,4
bangladesh,traveller,dallas,towers,exceptions,hollywood,middle,measurements,described,tigers,surgical,administrators,constraint,instructions,buffer,overall,router,aspect,browse,activation,bundle,percentage,facility,receipt,assistance,static,devoted,closing,profiles,sorted,additions,species,miniature,commented,overnight,4
contacts,traveller,dallas,nicholas,exceptions,hollywood,middle,tuning,stones,tigers,privileges,burlington,wright,predict,elegant,overall,riders,transit,browse,activation,primary,percentage,infant,stylish,assistance,thread,innovations,alcohol,challenge,holiday,epinions,species,rebecca,speaking,designs,4
bangladesh,venues,certification,nicholas,exceptions,entered,matters,supposed,stones,cordless,saddam,formal,wright,cancel,worldsex,appeared,assembled,transit,starring,texture,bundle,kuwait,facility,buying,centre,static,contacts,differences,powell,holiday,respected,species,eclipse,commented,enhanced,2
contacts,venues,certification,pennsylvania,compliant,border,locations,around,supposed,stored,personalized,formal,though,cancel,worldsex,appeared,majority,transit,filing,programmes,inform,hebrew,notebook,buying,assistance,thread,musical,context,powell,zoning,recorder,fragrances,miniature,concentrate,industries,2
contacts,traveller,objects,nicholas,compliant,environmental,locations,tuning,described,morrison,personalized,across,slovak,nuclear,elegant,overall,riders,ukraine,textbook,programmes,housewives,kuwait,supplied,proceedings,centre,fisheries,musical,alcohol,profiles,zoning,additions,adapted,rebecca,speaking,overnight,2
contacts,traveller,certification,nicholas,compliant,precisely,matters,around,daniel,morrison,personalized,formal,slovak,nuclear,printers,overall,majority,estonia,browse,programmes,primary,percentage,supplied,receipt,gossip,thread,innovations,closing,untitled,connect,respected,suspension,showers,concentrate,industries,2
contacts,venues,dallas,nicholas,exceptions,border,powell,tuning,described,tigers,privileges,across,wright,instructions,printers,attempting,assembled,robust,filing,texture,housewives,hebrew,infant,receipt,centre,thread,devoted,hardwood,compound,involved,additions,fragrances,eclipse,concentrate,warnings,3
bangladesh,routes,dallas,nickel,compliant,border,middle,tuning,finals,bundle,surgical,administrators,constraint,instructions,printers,comprehensive,predict,transit,starring,activation,primary,bluetooth,notebook,buying,gossip,michel,varied,hardwood,compound,holiday,recorder,fragrances,temperature,attributes,designs,3
contacts,routes,certification,nicholas,capital,entered,powell,measurements,finals,stored,surgical,administrators,allowed,nuclear,printers,attempting,assembled,robust,starring,texture,bundle,hebrew,facility,proceedings,battle,fisheries,devoted,hardwood,untitled,holiday,epinions,fragrances,showers,attributes,overnight,4
contacts,traveller,objects,nicholas,compliant,precisely,powell,supposed,daniel,bundle,saddam,formal,wright,nuclear,worldsex,attempting,predict,ukraine,starring,texture,primary,valued,notebook,stylish,battle,static,devoted,alcohol,challenge,involved,epinions,suspension,eclipse,speaking,overnight,4
contacts,traveller,objects,nicholas,compliant,hollywood,matters,tuning,daniel,cordless,portuguese,across,slovak,predict,elegant,attempting,predict,robust,browse,attempting,inform,bluetooth,facility,proceedings,centre,troops,contacts,context,challenge,involved,recorder,fragrances,showers,worcester,industries,4
phrases,traveller,objects,nicholas,compliant,border,matters,thailand,finals,stored,privileges,favour,wright,instructions,worldsex,attempting,predict,aspect,filing,activation,primary,hebrew,largest,receipt,assistance,thread,contacts,hardwood,powell,holiday,recorder,adapted,eclipse,concentrate,overnight,3
phrases,traveller,certification,nicholas,capital,entered,locations,measurements,supposed,stored,saddam,favour,slovak,nuclear,burner,appeared,assembled,aspect,browse,programmes,housewives,valued,supplied,guarantee,cultural,troops,musical,closing,profiles,zoning,respected,adapted,rebecca,speaking,designs,4
contacts,traveller,objects,nicholas,compliant,border,middle,measurements,supposed,bundle,saddam,administrators,slovak,oldest,worldsex,attempting,predict,transit,filing,attempting,primary,percentage,notebook,receipt,assistance,troops,contacts,closing,challenge,zoning,epinions,suspension,showers,commented,designs,3
bangladesh,traveller,objects,nickel,exceptions,precisely,powell,around,daniel,cordless,saddam,administrators,allowed,oldest,printers,appeared,router,estonia,browse,programmes,monroe,percentage,notebook,receipt,gossip,static,varied,context,challenge,zoning,recorder,scholarships,miniature,concentrate,industries,2
contacts,traveller,certification,nicholas,capital,precisely,locations,around,finals,stored,saddam,formal,allowed,oldest,printers,gentle,riders,transit,browse,texture,bundle,hebrew,notebook,proceedings,cultural,troops,contacts,closing,profiles,zoning,interface,scholarships,eclipse,speaking,warnings,4
phrases,traveller,certification,pennsylvania,compliant,entered,locations,measurements,described,morrison,portuguese,across,though,nuclear,printers,appeared,majority,transit,textbook,texture,primary,percentage,largest,buying,battle,thread,innovations,context,profiles,holiday,epinions,species,miniature,concentrate,warnings,4
contacts,traveller,objects,nicholas,compliant,entered,powell,around,supposed,bundle,surgical,administrators,allowed,oldest,burner,attempting,riders,estonia,textbook,programmes,monroe,percentage,largest,stylish,assistance,fisheries,varied,context,compound,involved,recorder,species,rebecca,commented,designs,4
contacts,traveller,objects,nickel,compliant,precisely,powell,tuning,supposed,cordless,personalized,formal,constraint,instructions,elegant,comprehensive,predict,ukraine,starring,programmes,primary,bluetooth,facility,stylish,battle,thread,devoted,closing,powell,connect,epinions,fragrances,miniature,speaking,enhanced,4
bangladesh,venues,proudly,nicholas,compliant,hollywood,analyzed,supposed,finals,cordless,surgical,administrators,constraint,nuclear,elegant,comprehensive,predict,estonia,browse,attempting,inform,hebrew,infant,stylish,assistance,thread,innovations,differences,powell,sorted,additions,fragrances,temperature,worcester,designs,3
phrases,traveller,certification,pennsylvania,capital,entered,analyzed,tuning,daniel,morrison,privileges,burlington,wright,oldest,elegant,attempting,riders,robust,extended,texture,bundle,kuwait,largest,stylish,assistance,fisheries,musical,context,powell,involved,interface,species,rebecca,concentrate,warnings,4
contacts,routes,certification,nicholas,capital,hollywood,locations,measurements,finals,stored,surgical,formal,constraint,oldest,elegant,comprehensive,majority,ukraine,filing,activation,housewives,bluetooth,facility,guarantee,gossip,static,innovations,context,profiles,sorted,interface,suspension,miniature,commented,warnings,4
contacts,venues,certification,nicholas,exceptions,environmental,analyzed,supposed,stones,tigers,saddam,across,wright,cancel,burner,appeared,riders,aspect,extended,activation,monroe,kuwait,facility,buying,assistance,thread,devoted,hardwood,untitled,zoning,epinions,scholarships,temperature,commented,enhanced,2
contacts,venues,objects,nicholas,compliant,entered,matters,tuning,described,tigers,privileges,across,wright,predict,elegant,attempting,assembled,transit,extended,programmes,bundle,hebrew,infant,buying,battle,thread,contacts,hardwood,compound,involved,epinions,suspension,rebecca,worcester,enhanced,1
phrases,traveller,dallas,nicholas,compliant,entered,locations,thailand,described,tigers,privileges,burlington,wright,instructions,buffer,appeared,predict,ukraine,starring,relate,inform,kuwait,largest,proceedings,battle,troops,varied,differences,powell,connect,respected,adapted,eclipse,worcester,overnight,4
phrases,venues,dallas,nicholas,exceptions,border,locations,thailand,stones,tigers,privileges,burlington,though,instructions,burner,comprehensive,riders,robust,filing,activation,primary,valued,notebook,proceedings,cultural,fisheries,musical,context,profiles,holiday,respected,suspension,miniature,attributes,enhanced,1
phrases,venues,certification,pennsylvania,compliant,environmental,analyzed,around,stones,morrison,portuguese,burlington,though,cancel,worldsex,attempting,assembled,transit,textbook,relate,housewives,valued,notebook,stylish,battle,static,devoted,closing,challenge,zoning,recorder,suspension,miniature,worcester,designs,2
contacts,routes,dallas,nickel,compliant,hollywood,powell,thailand,daniel,cordless,portuguese,across,allowed,instructions,buffer,attempting,riders,aspect,browse,programmes,housewives,kuwait,largest,guarantee,centre,fisheries,contacts,differences,challenge,zoning,interface,species,showers,concentrate,industries,2
phrases,traveller,objects,nicholas,compliant,entered,matters,thailand,supposed,bundle,portuguese,across,slovak,predict,elegant,gentle,router,robust,starring,texture,inform,bluetooth,notebook,stylish,gossip,thread,varied,alcohol,untitled,sorted,recorder,adapted,showers,commented,enhanced,1
contacts,venues,certification,pennsylvania,compliant,border,analyzed,around,daniel,cordless,privileges,across,wright,oldest,printers,gentle,router,robust,filing,attempting,monroe,hebrew,infant,receipt,assistance,static,musical,differences,untitled,involved,recorder,species,rebecca,commented,overnight,3
bangladesh,traveller,objects,nicholas,exceptions,entered,middle,supposed,stones,bundle,surgical,administrators,wright,cancel,worldsex,gentle,assembled,transit,textbook,attempting,primary,bluetooth,infant,stylish,centre,static,musical,alcohol,profiles,holiday,respected,fragrances,miniature,attributes,overnight,3
phrases,venues,objects,pennsylvania,compliant,entered,analyzed,tuning,described,morrison,privileges,burlington,though,nuclear,burner,appeared,predict,estonia,textbook,activation,bundle,valued,facility,buying,cultural,troops,innovations,context,profiles,connect,epinions,adapted,rebecca,commented,industries,4
bangladesh,routes,certification,nicholas,capital,hollywood,powell,supposed,finals,stored,surgical,administrators,constraint,cancel,printers,comprehensive,riders,robust,browse,programmes,inform,percentage,supplied,buying,centre,static,innovations,context,challenge,connect,recorder,species,eclipse,attributes,designs,1
satellite,traveller,proudly,prompt,competitive,precisely,analyzed,tuning,finals,stored,portuguese,across,wright,cancel,printers,comprehensive,router,aspect,starring,activation,bundle,hebrew,facility,guarantee,cultural,michel,devoted,context,powell,connect,epinions,suspension,temperature,worcester,overnight,4
contacts,traveller,objects,nicholas,compliant,precisely,matters,tuning,supposed,stored,personalized,favour,wright,oldest,printers,attempting,predict,estonia,browse,attempting,primary,kuwait,supplied,receipt,battle,michel,contacts,closing,untitled,connect,additions,suspension,showers,concentrate,industries,2
contacts,routes,objects,nicholas,capital,hollywood,middle,measurements,finals,stored,surgical,administrators,constraint,nuclear,burner,gentle,riders,aspect,browse,attempting,housewives,valued,largest,guarantee,assistance,thread,musical,hardwood,profiles,involved,epinions,scholarships,showers,worcester,designs,1
